se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
2.6080785,2.5817559,2.552907,2.5304151,2.5006492,2.4728265,2.4460695,2.421057,2.3999095,2.371042,2.3423927,2.3202779,2.2907178,2.2616408,2.2376614,2.2072804,2.1798465,2.1576762,2.1259212,2.0960937
.99203664,.98405248,.97549063,.95826334,.95112395,.94020355,.92800111,.91942841,.89913297,.90059394,.89167422,.88055283,.87938094,.86990917,.85500067,.84572017,.84235024,.81928468,.80314678,.79423672
.6011613,.6123305,.59721673,.57843941,.57990426,.58812273,.61503977,.58401108,.56571823,.53988183,.54673439,.5618403,.51699162,.52867812,.52908927,.49854869,.57449359,.50363916,.50860381,.46213707
.92826563,.91543621,.91063493,.89625496,.88890153,.88790613,.87471783,.85996813,.85979146,.85378373,.83853549,.83148628,.82071662,.82948786,.80096823,.80324626,.79461521,.77979445,.77034283,.75631595
.96448094,.95346034,.94219846,.95277488,.93353754,.92492652,.89542311,.88538587,.8729828,.88380593,.85045767,.85807419,.85777074,.86633015,.82469481,.84163517,.79916722,.7773537,.76807845,.78561515
1.9013834,1.8693449,1.9006423,1.8463647,1.8127259,1.7855371,1.7809165,1.811903,1.7663571,1.7418939,1.6919144,1.7105629,1.6733698,1.6779898,1.6570728,1.6864332,1.6363822,1.5227891,1.5769386,1.5299098
.61037695,.60281861,.59852254,.59847707,.59302342,.56852263,.56026691,.56872463,.55572963,.56986219,.55776387,.53579885,.5223093,.53241873,.47026962,.52449328,.54481685,.4597173,.4420163,.43355799
2.2201509,2.1822073,2.157778,2.1369576,2.1080725,2.073159,2.0587077,2.0130868,2.0114765,1.9937475,1.9384505,1.92295,1.8578904,1.8360468,1.822999,1.7852362,1.7605547,1.7446247,1.7037826,1.6855555
2.1119573,2.086009,2.0620446,2.0349128,2.0002303,1.9832649,1.943885,1.901318,1.8727317,1.8430543,1.850683,1.8224604,1.763064,1.7447679,1.7516377,1.6845856,1.6540619,1.62872,1.6348277,1.5971264
.78935081,.76698929,.77015269,.75275755,.75341618,.72446716,.73200262,.74039167,.72454411,.71042061,.67392248,.66395915,.67293853,.66987467,.66615319,.63522458,.61029238,.62727994,.60713232,.59879541
1.2969073,1.2888837,1.2653359,1.2512642,1.2343924,1.2139066,1.2223736,1.1976317,1.1760482,1.184441,1.1601012,1.159777,1.1269602,1.1083469,1.0913122,1.091236,1.0611391,1.075516,1.0770031,1.0170952
.76941937,.75861812,.74927646,.73335367,.7441237,.71978492,.72716802,.70695007,.71302116,.69083989,.71171123,.69549912,.68011498,.65698463,.68684155,.60748297,.63999003,.62949747,.59758312,.62803185
1.1564566,1.1477019,1.1363649,1.112817,1.1160928,1.0774475,1.0866466,1.0643984,1.0230165,1.0476513,1.0416267,1.0258062,1.0005294,.98412251,.97608489,.98016179,.96233648,.98436701,.9758442,.91438371
.77781671,.77827054,.75438654,.75005233,.74842268,.7380259,.72116953,.71535361,.70856518,.7172063,.70287436,.6815052,.6786862,.66492856,.65547675,.6479255,.6678443,.66386676,.65172768,.63860548
.8758567,.86709338,.85062802,.8485142,.83459407,.829642,.82048279,.82549876,.81656516,.7965861,.78522676,.79822123,.76497394,.76577586,.75531828,.7675525,.75514513,.74176192,.74009752,.70707214
.93712312,.9332481,.92192423,.90118563,.89698339,.88619232,.87381357,.87338829,.86164141,.85062188,.82100409,.79911709,.80347455,.78967309,.78756231,.76055992,.77732301,.76579309,.74205899,.75600493
2.9577448,2.9157925,2.8744831,2.8454628,2.7952759,2.7380152,2.7273955,2.686202,2.5977106,2.5850513,2.5526752,2.5113153,2.470623,2.4496009,2.3886187,2.3488681,2.3077202,2.2807915,2.2479866,2.2383478
7.3416934,7.2692118,7.1906776,7.1291509,7.050981,6.9655638,6.9044719,6.8437233,6.7336693,6.6764784,6.6017394,6.5441685,6.4579887,6.3833017,6.3192892,6.2330995,6.1881528,6.0924087,6.0049777,5.9472709
2.0591233,2.0390739,2.0143394,1.9986237,1.9702101,1.9473497,1.9372022,1.9148486,1.8905615,1.871191,1.8471781,1.8384744,1.8136617,1.7930846,1.7674353,1.7530823,1.7272369,1.7085147,1.6811978,1.6768392
1.6759663,1.6557542,1.6401361,1.6128595,1.6127231,1.5944411,1.5753431,1.553977,1.5283666,1.5180551,1.4854679,1.4591542,1.4742918,1.4509113,1.4191144,1.4128417,1.4163265,1.3737251,1.3838618,1.3282185
.99369889,.98262024,.97547299,.96627164,.94824976,.94283301,.94770372,.92670375,.91320312,.90479791,.90574813,.88760221,.8728587,.86575609,.84727567,.84286529,.83408147,.82675606,.83011329,.81842685
.80378824,.79151434,.79119611,.78476465,.77730125,.75949466,.75072086,.7470035,.75208694,.73093736,.7132982,.71727639,.69284618,.70252353,.69920105,.69307661,.67481446,.66352534,.67615396,.66038054
